Mega Millions,9,14,2004,12,37,38,50,35,49,4
Mega Millions,9,17,2004,38,25,49,16,3,4,4
Mega Millions,9,21,2004,15,19,3,1,29,39,4
Mega Millions,9,24,2004,26,49,11,50,30,52,4
Mega Millions,9,28,2004,18,50,1,42,39,35,4
Mega Millions,10,1,2004,17,10,8,24,39,52,4
Mega Millions,10,5,2004,8,39,48,49,34,47,4
Mega Millions,10,8,2004,16,17,41,33,21,6,3
Mega Millions,10,12,2004,51,19,18,39,4,13,3
Mega Millions,10,15,2004,36,4,8,30,24,25,4
Mega Millions,10,19,2004,34,6,50,19,13,33,4
Mega Millions,10,22,2004,20,3,24,7,43,36,4
Mega Millions,10,26,2004,39,43,49,25,14,27,3
Mega Millions,10,29,2004,41,18,26,10,31,48,4
Mega Millions,11,2,2004,32,42,24,49,50,3,3
Mega Millions,11,5,2004,3,41,30,29,43,1,3
Mega Millions,11,9,2004,28,11,20,52,26,7,4
Mega Millions,11,12,2004,5,51,35,31,33,1,4
Mega Millions,11,16,2004,30,9,28,27,10,18,4
Mega Millions,11,19,2004,36,1,51,12,24,38,3
Mega Millions,11,23,2004,35,30,8,51,32,17,3
Mega Millions,11,26,2004,43,9,37,7,18,34,4
Mega Millions,11,30,2004,22,20,52,10,28,4,4
Mega Millions,12,3,2004,32,52,41,12,37,13,3
Mega Millions,12,7,2004,19,49,32,1,22,29,3
Mega Millions,12,10,2004,37,47,23,22,42,15,4
Mega Millions,12,14,2004,40,27,34,32,14,2,4
Mega Millions,12,17,2004,38,42,34,47,16,1,4
Mega Millions,12,21,2004,7,22,31,38,27,12,4
Mega Millions,12,24,2004,20,9,22,41,42,10,3
Mega Millions,12,28,2004,32,38,29,18,43,50,3
Mega Millions,12,31,2004,47,10,51,45,14,20,4
Mega Millions,1,4,2005,12,3,7,32,6,30,4
Mega Millions,1,7,2005,14,15,8,2,51,38,4
Mega Millions,1,11,2005,24,45,23,35,2,18,3
Mega Millions,1,14,2005,24,15,19,47,40,50,4
Mega Millions,1,18,2005,51,28,39,23,10,5,3
Mega Millions,1,21,2005,27,40,17,41,39,21,3
Mega Millions,1,25,2005,2,45,10,21,25,22,3
Mega Millions,1,28,2005,39,31,52,47,25,43,3
Mega Millions,2,1,2005,44,17,21,3,42,35,4
Mega Millions,2,4,2005,12,3,30,14,52,34,3
Mega Millions,2,8,2005,8,14,25,11,23,21,4
Mega Millions,2,11,2005,21,50,24,6,14,28,4
Mega Millions,2,15,2005,21,38,3,20,16,10,3
Mega Millions,2,18,2005,19,35,42,1,31,34,4
Mega Millions,2,22,2005,18,28,41,45,15,27,4
Mega Millions,2,25,2005,50,38,13,37,4,24,4
Mega Millions,3,1,2005,48,39,18,8,1,1,4
Mega Millions,3,4,2005,7,13,10,39,35,21,2
Mega Millions,3,8,2005,14,8,22,31,15,13,4
Mega Millions,3,11,2005,35,36,18,31,19,17,4
Mega Millions,3,15,2005,14,34,26,27,44,27,4
Mega Millions,3,18,2005,9,48,29,2,28,33,4
Mega Millions,3,22,2005,11,43,37,27,6,34,3
Mega Millions,3,25,2005,19,11,49,18,45,2,4
Mega Millions,3,29,2005,42,17,18,30,7,38,4
Mega Millions,4,1,2005,28,11,32,19,45,10,2
Mega Millions,4,5,2005,45,4,19,51,52,22,2
Mega Millions,4,8,2005,35,13,5,17,33,35,4
Mega Millions,4,12,2005,20,47,43,50,15,24,3
Mega Millions,4,15,2005,37,26,49,39,25,29,3
Mega Millions,4,19,2005,42,14,5,47,6,3,3
Mega Millions,4,22,2005,49,46,25,23,43,26,3
Mega Millions,4,26,2005,33,42,18,34,22,16,3
Mega Millions,4,29,2005,7,2,28,46,5,21,4
Mega Millions,5,3,2005,46,42,17,7,52,47,4
Mega Millions,5,6,2005,12,25,51,50,7,19,4
Mega Millions,5,10,2005,40,38,25,42,11,40,3
Mega Millions,5,13,2005,39,27,23,21,33,8,3
Mega Millions,5,17,2005,10,29,7,44,9,17,4
Mega Millions,5,20,2005,40,3,27,44,6,9,4
Mega Millions,5,24,2005,45,39,28,40,9,24,4
Mega Millions,5,27,2005,17,7,34,50,22,24,2
Mega Millions,5,31,2005,5,13,38,22,37,11,4
Mega Millions,6,3,2005,47,28,6,4,14,42,3
Mega Millions,6,7,2005,7,14,46,47,28,25,3
Mega Millions,6,10,2005,29,50,14,37,31,34,4
Mega Millions,6,14,2005,29,10,48,49,1,36,4
Mega Millions,6,17,2005,40,50,35,16,49,34,2
Mega Millions,6,21,2005,46,13,40,50,9,30,3
Mega Millions,6,24,2005,44,14,56,43,50,7,3
Mega Millions,6,28,2005,37,43,46,2,20,4,4
Mega Millions,7,1,2005,42,41,50,14,25,40,3
Mega Millions,7,5,2005,50,38,55,22,48,29,4
Mega Millions,7,8,2005,45,23,50,9,48,3,4
Mega Millions,7,12,2005,32,39,17,53,5,36,4
Mega Millions,7,15,2005,25,13,48,36,9,2,3
Mega Millions,7,19,2005,13,54,7,48,51,11,4
Mega Millions,7,22,2005,35,54,27,7,18,34,3
Mega Millions,7,26,2005,29,55,1,18,10,8,4
Mega Millions,7,29,2005,4,16,25,23,40,22,4
Mega Millions,8,2,2005,50,22,39,17,52,46,4
Mega Millions,8,5,2005,5,53,48,50,3,4,4
Mega Millions,8,9,2005,35,43,36,52,13,5,4
Mega Millions,8,12,2005,54,45,38,8,37,21,4
Mega Millions,8,16,2005,9,55,20,15,24,3,3
Mega Millions,8,19,2005,36,2,18,46,13,36,3
Mega Millions,8,23,2005,8,6,13,7,40,12,4
Mega Millions,8,26,2005,54,38,5,20,47,35,4
Mega Millions,8,30,2005,19,56,42,32,49,29,3
Mega Millions,9,2,2005,1,53,14,4,45,33,3
Mega Millions,9,6,2005,1,50,8,31,27,40,3
Mega Millions,9,9,2005,51,15,52,43,28,11,3
Mega Millions,9,13,2005,44,52,48,13,24,30,4
Mega Millions,9,16,2005,5,41,50,16,46,1,4
Mega Millions,9,20,2005,40,35,36,42,52,45,4
Mega Millions,9,23,2005,41,6,20,7,51,38,4
Mega Millions,9,27,2005,26,17,14,28,27,5,3
Mega Millions,9,30,2005,1,30,52,3,14,10,2
Mega Millions,10,4,2005,28,12,36,29,24,41,4
Mega Millions,10,7,2005,23,27,36,2,4,37,3
Mega Millions,10,11,2005,54,42,30,53,24,20,4
Mega Millions,10,14,2005,25,34,6,20,24,44,3
Mega Millions,10,18,2005,3,33,12,32,16,15,3
Mega Millions,10,21,2005,17,28,36,29,11,42,3
Mega Millions,10,25,2005,18,12,7,55,31,30,4
Mega Millions,10,28,2005,25,53,28,8,17,1,3
Mega Millions,11,1,2005,28,18,21,36,5,20,4
Mega Millions,11,4,2005,54,9,7,41,53,38,3
Mega Millions,11,8,2005,21,25,8,27,16,16,3
Mega Millions,11,11,2005,14,9,51,34,50,40,4
Mega Millions,11,15,2005,4,40,2,48,5,7,4
Mega Millions,11,18,2005,8,18,21,46,42,11,4
Mega Millions,11,22,2005,37,43,9,22,41,30,3
Mega Millions,11,25,2005,25,31,5,34,33,41,3
Mega Millions,11,29,2005,7,52,8,47,51,5,3
Mega Millions,12,2,2005,12,3,38,44,21,45,4
Mega Millions,12,6,2005,33,26,10,6,30,16,4
Mega Millions,12,9,2005,15,14,31,43,32,20,4
Mega Millions,12,13,2005,41,22,9,10,12,4,3
Mega Millions,12,16,2005,25,31,56,14,26,17,4
Mega Millions,12,20,2005,6,56,23,20,40,36,4
Mega Millions,12,23,2005,39,10,37,54,49,8,4
Mega Millions,12,27,2005,55,27,24,49,11,23,3
Mega Millions,12,30,2005,14,25,44,20,40,37,2
Mega Millions,1,3,2006,20,38,19,15,32,21,2
Mega Millions,1,6,2006,28,53,11,37,8,12,4
Mega Millions,1,10,2006,38,37,7,27,32,30,4
Mega Millions,1,13,2006,27,53,5,21,44,36,3
Mega Millions,1,17,2006,39,32,24,40,37,44,3
Mega Millions,1,20,2006,28,18,22,44,53,46,4
Mega Millions,1,24,2006,36,34,55,31,51,4,4
Mega Millions,1,27,2006,2,7,29,8,18,46,3
Mega Millions,1,31,2006,53,1,54,35,56,44,4
Mega Millions,2,3,2006,52,29,32,41,31,42,4
Mega Millions,2,7,2006,30,48,2,25,16,26,3
Mega Millions,2,10,2006,24,46,39,43,40,2,4
Mega Millions,2,14,2006,49,54,36,27,43,33,3
Mega Millions,2,17,2006,16,31,46,25,43,28,4
Mega Millions,2,21,2006,23,14,45,36,27,36,4
Mega Millions,2,24,2006,34,3,12,5,16,27,3
Mega Millions,2,28,2006,2,4,35,48,36,22,3
Mega Millions,3,3,2006,39,29,38,25,46,4,4
Mega Millions,3,7,2006,36,15,27,42,38,32,4
Mega Millions,3,10,2006,18,4,51,54,17,31,4
Mega Millions,3,14,2006,30,42,28,50,27,22,4
Mega Millions,3,17,2006,52,11,23,48,8,5,3
Mega Millions,3,21,2006,28,17,31,16,4,8,4
Mega Millions,3,24,2006,49,2,47,1,17,19,4
Mega Millions,3,28,2006,14,39,18,35,49,14,4
Mega Millions,3,31,2006,19,7,52,4,50,15,3
Mega Millions,4,4,2006,56,25,9,48,51,7,3
Mega Millions,4,7,2006,52,31,46,18,1,37,3
Mega Millions,4,11,2006,12,2,56,45,46,20,4
Mega Millions,4,14,2006,10,8,18,33,29,10,4
Mega Millions,4,18,2006,13,34,25,14,50,6,2
Mega Millions,4,21,2006,7,27,4,41,2,4,4
Mega Millions,4,25,2006,39,20,1,37,32,9,4
Mega Millions,4,28,2006,16,36,29,32,55,12,3
Mega Millions,5,2,2006,11,22,27,31,7,33,3
Mega Millions,5,5,2006,53,8,55,20,39,10,4
Mega Millions,5,9,2006,43,7,15,24,44,22,2
Mega Millions,5,12,2006,45,39,36,52,6,45,3
Mega Millions,5,16,2006,24,50,40,48,7,15,4
Mega Millions,5,19,2006,12,56,31,5,51,1,4
Mega Millions,5,23,2006,54,48,17,21,28,1,3
Mega Millions,5,26,2006,14,48,12,20,47,24,4
Mega Millions,5,30,2006,13,34,45,28,2,36,4
Mega Millions,6,2,2006,38,36,18,3,10,41,4
Mega Millions,6,6,2006,52,53,35,29,5,9,4
Mega Millions,6,9,2006,26,47,17,18,8,37,4
Mega Millions,6,13,2006,23,24,33,20,1,29,4
Mega Millions,6,16,2006,30,36,27,45,38,13,4
Mega Millions,6,20,2006,54,37,11,21,53,12,3
Mega Millions,6,23,2006,13,17,24,34,56,24,3
Mega Millions,6,27,2006,44,29,20,14,2,32,4
Mega Millions,6,30,2006,48,46,54,20,40,27,3
Mega Millions,7,4,2006,15,9,42,31,45,41,3
Mega Millions,7,7,2006,46,56,7,15,27,39,4
Mega Millions,7,11,2006,5,34,36,14,52,42,4
Mega Millions,7,14,2006,13,56,26,25,28,39,2
Mega Millions,7,18,2006,52,29,13,49,12,20,4
Mega Millions,7,21,2006,43,36,35,18,26,24,4
Mega Millions,7,25,2006,21,51,41,7,24,10,4
Mega Millions,7,28,2006,2,32,23,35,13,4,3
Mega Millions,8,1,2006,49,32,43,14,29,14,3
Mega Millions,8,4,2006,31,55,24,50,2,44,4
Mega Millions,8,8,2006,1,13,33,18,5,30,3
Mega Millions,8,11,2006,38,14,40,16,49,29,4
Mega Millions,8,15,2006,44,22,10,12,48,16,4
Mega Millions,8,18,2006,5,13,46,12,50,10,4
Mega Millions,8,22,2006,36,3,5,4,7,16,3
Mega Millions,8,25,2006,17,24,35,46,54,33,2
Mega Millions,8,29,2006,38,15,37,52,25,4,3
Mega Millions,9,1,2006,53,51,6,55,5,12,3
Mega Millions,9,5,2006,42,53,32,1,36,4,4
Mega Millions,9,8,2006,9,53,52,17,34,2,3
Mega Millions,9,12,2006,44,30,16,3,25,42,4
Mega Millions,9,15,2006,55,39,26,33,6,1,3
Mega Millions,9,19,2006,56,19,2,45,44,43,4
Mega Millions,9,22,2006,17,43,22,12,7,16,4
Mega Millions,9,26,2006,38,3,42,6,45,30,3
Mega Millions,9,29,2006,25,43,55,45,3,40,3
Mega Millions,10,3,2006,6,40,32,19,33,39,3
Mega Millions,10,6,2006,20,1,11,21,46,18,4
Mega Millions,10,10,2006,40,14,43,30,35,2,3
Mega Millions,10,13,2006,27,24,50,47,42,8,2
Mega Millions,10,17,2006,28,6,20,18,38,37,4
Mega Millions,10,20,2006,54,29,13,23,9,34,3
Mega Millions,10,24,2006,41,48,25,51,5,35,4
Mega Millions,10,27,2006,32,22,30,26,15,31,4
Mega Millions,10,31,2006,5,40,46,45,34,21,3
Mega Millions,11,3,2006,10,25,8,22,55,22,2
Mega Millions,11,7,2006,33,13,52,22,51,42,4
Mega Millions,11,10,2006,55,52,53,42,11,28,3
Mega Millions,11,14,2006,20,25,36,9,24,23,4
Mega Millions,11,17,2006,19,25,50,30,5,42,3
Mega Millions,11,21,2006,42,7,20,13,47,9,4
Mega Millions,11,24,2006,48,47,35,40,14,35,4
Mega Millions,11,28,2006,41,56,7,14,24,7,4
Mega Millions,12,1,2006,37,22,23,53,16,35,4
Mega Millions,12,5,2006,46,9,6,13,43,45,4
Mega Millions,12,8,2006,32,45,1,15,29,8,2
Mega Millions,12,12,2006,20,35,31,49,30,23,4
Mega Millions,12,15,2006,17,7,40,28,6,39,3
Mega Millions,12,19,2006,48,9,32,42,37,7,4
Mega Millions,12,22,2006,34,5,12,25,15,43,4
Mega Millions,12,26,2006,25,44,12,7,53,3,3
Mega Millions,12,29,2006,10,3,4,39,50,29,4
Mega Millions,1,2,2007,9,51,53,10,38,1,4
Mega Millions,1,5,2007,46,44,2,12,51,6,3
Mega Millions,1,9,2007,54,11,7,38,26,13,4
Mega Millions,1,12,2007,40,42,26,12,14,22,4
Mega Millions,1,16,2007,33,52,15,4,8,10,4
Mega Millions,1,19,2007,35,28,4,30,31,17,4
Mega Millions,1,23,2007,15,5,53,26,3,35,4
Mega Millions,1,26,2007,17,49,36,16,54,14,4
Mega Millions,1,30,2007,56,44,18,14,52,25,2
Mega Millions,2,2,2007,53,40,35,22,33,15,3
Mega Millions,2,6,2007,36,46,21,35,16,38,3
Mega Millions,2,9,2007,48,46,39,32,49,41,2
Mega Millions,2,13,2007,3,24,9,29,41,41,2
Mega Millions,2,16,2007,46,40,35,17,48,41,4
Mega Millions,2,20,2007,1,46,51,26,9,11,3
Mega Millions,2,23,2007,50,38,21,3,18,43,4
Mega Millions,2,27,2007,31,48,44,18,45,18,3
Mega Millions,3,2,2007,33,21,51,35,14,43,4
Mega Millions,3,6,2007,42,39,29,22,16,20,3
Mega Millions,3,9,2007,25,13,42,43,10,30,3
Mega Millions,3,13,2007,11,7,38,16,49,35,2
Mega Millions,3,16,2007,36,40,17,43,25,9,2
Mega Millions,3,20,2007,21,49,46,7,55,15,4
Mega Millions,3,23,2007,35,51,21,53,18,36,4
Mega Millions,3,27,2007,34,18,25,42,35,6,3
Mega Millions,3,30,2007,15,37,53,23,48,22,4
Mega Millions,4,3,2007,46,33,16,26,34,38,3
Mega Millions,4,6,2007,36,39,24,32,34,6,2
Mega Millions,4,10,2007,28,15,16,19,7,10,3
Mega Millions,4,13,2007,11,14,25,26,21,33,3
Mega Millions,4,17,2007,1,11,47,31,4,37,4
Mega Millions,4,20,2007,53,1,9,10,23,40,4
Mega Millions,4,24,2007,8,10,43,36,35,14,4
Mega Millions,4,27,2007,5,26,56,38,7,15,4
Mega Millions,5,1,2007,31,53,11,52,16,42,4
Mega Millions,5,4,2007,55,9,45,4,20,34,3
Mega Millions,5,8,2007,16,43,54,41,24,36,4
Mega Millions,5,11,2007,54,28,33,30,48,25,3
Mega Millions,5,15,2007,13,42,56,46,6,42,4
Mega Millions,5,18,2007,13,30,44,24,23,5,4
Mega Millions,5,22,2007,11,2,36,7,22,35,3
Mega Millions,5,25,2007,43,22,14,10,42,1,3
Mega Millions,5,29,2007,54,2,51,44,24,7,4
Mega Millions,6,1,2007,48,32,19,12,29,9,3
Mega Millions,6,5,2007,49,38,35,56,27,15,4
Mega Millions,6,8,2007,26,39,6,31,29,31,4
Mega Millions,6,12,2007,19,50,3,31,13,21,4
Mega Millions,6,15,2007,1,16,26,30,5,21,4
Mega Millions,6,19,2007,54,5,16,49,31,19,4
Mega Millions,6,22,2007,11,14,24,21,31,23,4
Mega Millions,6,26,2007,4,20,10,45,29,21,3
Mega Millions,6,29,2007,51,40,1,52,17,7,3
Mega Millions,7,3,2007,37,21,35,40,39,35,4
Mega Millions,7,6,2007,47,9,25,3,12,37,3
Mega Millions,7,10,2007,19,30,24,34,56,19,4
Mega Millions,7,13,2007,7,41,53,39,48,21,4
Mega Millions,7,17,2007,51,16,30,38,46,5,4
Mega Millions,7,20,2007,6,13,52,41,30,26,4
Mega Millions,7,24,2007,8,17,23,20,50,17,3
Mega Millions,7,27,2007,35,7,12,55,54,2,4
Mega Millions,7,31,2007,5,18,39,43,37,42,4
Mega Millions,8,3,2007,51,29,46,42,16,40,3
Mega Millions,8,7,2007,50,41,56,36,55,9,4
Mega Millions,8,10,2007,32,33,10,54,20,39,4
Mega Millions,8,14,2007,24,9,34,5,8,17,4
Mega Millions,8,17,2007,53,38,8,2,33,12,4
Mega Millions,8,21,2007,54,38,55,56,8,2,2
Mega Millions,8,24,2007,51,53,46,21,4,5,3
Mega Millions,8,28,2007,40,56,37,48,53,44,4
Mega Millions,8,31,2007,40,44,18,8,22,11,4
Mega Millions,9,4,2007,3,46,6,11,42,38,4
Mega Millions,9,7,2007,14,48,27,34,19,3,3
Mega Millions,9,11,2007,10,35,17,9,21,6,4
Mega Millions,9,14,2007,40,33,5,12,9,27,4
Mega Millions,9,18,2007,49,20,34,24,31,8,3
Mega Millions,9,21,2007,21,33,23,5,45,43,4
Mega Millions,9,25,2007,47,54,19,2,23,16,3
Mega Millions,9,28,2007,4,20,13,25,33,42,3
Mega Millions,10,2,2007,44,37,43,40,28,20,4
Mega Millions,10,5,2007,48,10,19,40,37,1,3
Mega Millions,10,9,2007,51,17,32,10,1,44,2
Mega Millions,10,12,2007,34,54,21,26,44,23,2
Mega Millions,10,16,2007,5,2,44,1,41,25,4
Mega Millions,10,19,2007,5,18,46,23,15,14,4
Mega Millions,10,23,2007,7,45,2,52,53,18,3
Mega Millions,10,26,2007,12,24,51,38,20,3,3
Mega Millions,10,30,2007,51,46,2,8,44,22,2
Mega Millions,11,2,2007,1,49,52,34,3,19,3
Mega Millions,11,6,2007,47,46,43,3,17,2,3
Mega Millions,11,9,2007,42,11,41,46,33,21,2
Mega Millions,11,13,2007,40,15,26,39,36,45,4
Mega Millions,11,16,2007,13,31,39,30,12,29,3
Mega Millions,11,20,2007,43,14,23,20,42,6,3
Mega Millions,11,23,2007,33,21,18,56,42,11,3
Mega Millions,11,27,2007,9,29,39,10,26,10,3
Mega Millions,11,30,2007,12,6,51,26,5,7,3
Mega Millions,12,4,2007,53,45,27,30,16,43,4
Mega Millions,12,7,2007,51,18,12,28,26,35,2
Mega Millions,12,11,2007,27,30,25,6,45,46,3
Mega Millions,12,14,2007,4,30,7,17,12,44,3
Mega Millions,12,18,2007,48,23,49,46,3,2,3
Mega Millions,12,21,2007,14,20,19,53,43,7,4
Mega Millions,12,25,2007,37,52,48,19,36,8,4
Mega Millions,12,28,2007,28,2,54,19,22,25,4
Mega Millions,1,1,2008,54,16,13,25,30,11,4
Mega Millions,1,4,2008,39,56,24,40,31,32,4
Mega Millions,1,8,2008,52,29,45,10,54,10,4
Mega Millions,1,11,2008,55,45,36,42,22,42,2
Mega Millions,1,15,2008,21,30,44,42,50,6,4
Mega Millions,1,18,2008,12,43,22,44,33,15,4
Mega Millions,1,22,2008,25,12,15,33,22,2,4
Mega Millions,1,25,2008,12,22,5,38,56,22,4
Mega Millions,1,29,2008,23,8,42,39,40,24,4
Mega Millions,2,1,2008,44,56,3,30,14,5,4
Mega Millions,2,5,2008,40,4,5,51,17,38,3
Mega Millions,2,8,2008,30,21,43,50,46,18,3
Mega Millions,2,12,2008,47,39,27,14,50,12,3
Mega Millions,2,15,2008,11,30,53,26,7,14,3
Mega Millions,2,19,2008,56,55,42,1,38,34,4
Mega Millions,2,22,2008,12,22,19,7,13,10,4
Mega Millions,2,26,2008,12,9,55,30,36,15,4
Mega Millions,2,29,2008,26,55,17,22,5,38,4
Mega Millions,3,4,2008,56,30,7,15,33,22,4
Mega Millions,3,7,2008,41,32,48,33,19,12,4
Mega Millions,3,11,2008,47,13,4,41,35,44,4
Mega Millions,3,14,2008,25,3,12,18,52,21,4
Mega Millions,3,18,2008,20,13,44,15,25,37,4
Mega Millions,3,21,2008,8,5,41,19,17,21,4
Mega Millions,3,25,2008,43,53,42,48,38,12,3
Mega Millions,3,28,2008,27,40,26,7,43,10,4
Mega Millions,4,1,2008,56,17,26,4,46,25,4
Mega Millions,4,4,2008,3,49,5,40,45,17,4
Mega Millions,4,8,2008,8,9,44,31,37,38,2
Mega Millions,4,11,2008,18,27,14,42,31,7,2
Mega Millions,4,15,2008,48,12,50,27,13,30,3
Mega Millions,4,18,2008,53,28,36,50,24,29,2
Mega Millions,4,22,2008,22,48,3,31,54,9,4
Mega Millions,4,25,2008,37,19,52,32,45,41,4
Mega Millions,4,29,2008,44,51,24,35,19,26,3
Mega Millions,5,2,2008,37,8,53,28,55,26,4
Mega Millions,5,6,2008,46,53,4,21,54,26,3
Mega Millions,5,9,2008,16,56,31,43,46,22,4
Mega Millions,5,13,2008,20,47,31,27,24,15,4
Mega Millions,5,16,2008,47,11,46,39,6,26,3
Mega Millions,5,20,2008,26,2,41,14,32,32,4
Mega Millions,5,23,2008,11,8,22,4,30,4,4
Mega Millions,5,27,2008,49,32,24,14,45,17,4
Mega Millions,5,30,2008,40,55,47,39,53,32,4
Mega Millions,6,3,2008,54,32,19,4,24,5,3
Mega Millions,6,6,2008,43,44,9,54,8,27,4
Mega Millions,6,10,2008,15,3,51,5,43,11,3
Mega Millions,6,13,2008,38,9,8,14,44,36,4
Mega Millions,6,17,2008,14,5,47,49,25,36,4
Mega Millions,6,20,2008,36,42,25,11,17,13,4
Mega Millions,6,24,2008,53,22,36,10,50,39,3
Mega Millions,6,27,2008,14,50,22,8,39,44,4
Mega Millions,7,1,2008,33,22,1,52,43,36,4
Mega Millions,7,4,2008,19,3,1,12,20,28,4
Mega Millions,7,8,2008,29,22,20,41,1,35,4
Mega Millions,7,11,2008,51,39,14,5,16,34,4
Mega Millions,7,15,2008,45,24,51,19,34,40,2
Mega Millions,7,18,2008,55,36,29,53,17,26,4
Mega Millions,7,22,2008,16,29,23,2,32,46,4
Mega Millions,7,25,2008,16,19,52,2,35,17,4
Mega Millions,7,29,2008,30,11,20,42,13,3,3
Mega Millions,8,1,2008,56,18,13,9,17,2,4
Mega Millions,8,5,2008,38,55,9,21,36,13,3
Mega Millions,8,8,2008,11,32,17,28,50,33,3
Mega Millions,8,12,2008,7,38,40,2,23,40,4
Mega Millions,8,15,2008,8,29,30,23,53,7,4
Mega Millions,8,19,2008,40,18,19,26,9,38,4
Mega Millions,8,22,2008,42,12,13,41,15,37,4
Mega Millions,8,26,2008,16,34,24,6,36,30,4
Mega Millions,8,29,2008,50,21,25,26,51,22,4
Mega Millions,9,2,2008,43,14,44,23,54,39,4
Mega Millions,9,5,2008,15,6,27,1,46,39,3
Mega Millions,9,9,2008,22,28,49,52,23,2,3
Mega Millions,9,12,2008,14,1,35,25,12,38,4
Mega Millions,9,16,2008,51,24,39,52,13,44,2
